Date,Timestamp,Invoice No.,Item Name
2024-01-29,2024-01-29 02:25:22,21573,ORANGE JUICE
2024-01-29,2024-01-29 02:17:11,21572,Iced Latte (350 ML)
2024-01-29,2024-01-29 02:17:11,21572,ALMOND MILK (200 ML)
2024-01-29,2024-01-29 02:11:30,21571,Chicken Calzone
2024-01-29,2024-01-29 02:11:30,21571,Coconut Nankhatai (with Egg)
2024-01-29,2024-01-29 02:11:30,21571,Iced Americano (350 ML)
2024-01-29,2024-01-29 02:11:30,21571,Add On Syrup (Add On Vanilla Syrup)
2024-01-29,2024-01-29 02:11:30,21571,Chicken Calzone
2024-01-29,2024-01-29 02:11:30,21571,Calzones Veg (Calzone Paneer)
2024-01-29,2024-01-29 02:11:30,21571,Cafe Latte (350 ML)
2024-01-29,2024-01-29 02:11:30,21571,Add On Syrup (Add On Caramel Syrup)
2024-01-29,2024-01-29 01:46:51,21570,Iced Mocha (350 ML)
2024-01-29,2024-01-29 01:46:51,21570,Classic Frappe (350 ML)
2024-01-29,2024-01-29 01:18:00,21569,Iced Latte (350 ML)
2024-01-29,2024-01-29 01:18:00,21569,ALMOND MILK (200 ML)
2024-01-29,2024-01-29 00:55:43,21568,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)
2024-01-29,2024-01-29 00:55:43,21568,Strawberry White Chocolate Ganache With Rosella Jam Macaroon
2024-01-29,2024-01-29 00:55:43,21568,Double Restritto 44 Ml
2024-01-29,2024-01-29 00:36:49,21567,Iced Americano (450 Ml)
2024-01-29,2024-01-29 00:09:15,C2389,Origanal South Indian Frappe (350 ML)
2024-01-29,2024-01-29 00:06:28,21566,Hot Chocolate (250 ML)
2024-01-29,2024-01-29 00:06:28,21566,Mix Berliner 2 Pcs (Lotus Biscoff Berliner)
2024-01-29,2024-01-29 00:06:28,21566,Mix Berliner 2 Pcs (Nutella Berliner)
2024-01-29,2024-01-29 00:02:23,21565,Baked Vada Pav
2024-01-29,2024-01-29 00:01:57,21564,Cappucino (250 ML)
2024-01-29,2024-01-29 00:00:23,21563,Almond Honey Latte (250 ML)
2024-01-29,2024-01-29 00:00:23,21563,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 23:49:35,21562,Cappucino (250 ML)
2024-01-28,2024-01-28 23:49:35,21562,Calzones Veg (Calzone Paneer)
2024-01-28,2024-01-28 23:47:29,21561,Classic Frappe (350 ML)
2024-01-28,2024-01-28 23:37:25,21560,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 23:23:09,21559,Nariyal Irish Cream Frappe (350 ML)
2024-01-28,2024-01-28 23:23:09,21559,Classic Frappe (350 ML)
2024-01-28,2024-01-28 23:23:09,21559,South Indian Filter Kaapi (150 ML)
2024-01-28,2024-01-28 23:23:09,21559,Hazelnut Frappe (350 ML)
2024-01-28,2024-01-28 23:22:03,21558,Pappa Roti (Plain)
2024-01-28,2024-01-28 23:12:16,21557,Berliners (Dark Choco Mousse Berliner)
2024-01-28,2024-01-28 23:12:16,21557,Berliners (Lotus Biscoff Berliner)
2024-01-28,2024-01-28 23:10:06,21556,Cafe Latte (250 ML)
2024-01-28,2024-01-28 23:06:44,C2388,Tartlets (Salted Caramel Tartlet)
2024-01-28,2024-01-28 23:04:41,21555,Cafe Latte (250 ML)
2024-01-28,2024-01-28 23:04:41,21555,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 23:02:43,21554,Iced Latte (450 ML)
2024-01-28,2024-01-28 23:02:43,21554,Add On Syrup (Add On Vanilla Syrup)
2024-01-28,2024-01-28 23:02:43,21554,Nariyal Irish Cream Frappe (350 ML)
2024-01-28,2024-01-28 23:02:43,21554,Berliners (Nutella Berliner)
2024-01-28,2024-01-28 22:49:00,21553,Cappucino (250 ML)
2024-01-28,2024-01-28 22:49:00,21553,Iced Americano (350 ML)
2024-01-28,2024-01-28 22:49:00,21553,Cappucino (350 ML)
2024-01-28,2024-01-28 22:46:40,21552,French Press
2024-01-28,2024-01-28 22:43:40,21551,Iced Americano (350 ML)
2024-01-28,2024-01-28 22:38:18,21550,Vietnamese (350 ML)
2024-01-28,2024-01-28 22:38:18,21550,Calzones Veg (Calzone Veg)
2024-01-28,2024-01-28 22:38:18,21550,Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner)
2024-01-28,2024-01-28 22:38:18,21550,Mix Berliner 2 Pcs (Dark Choco Mousse Berliner)
2024-01-28,2024-01-28 22:27:36,21549,Vietnamese (350 ML)
2024-01-28,2024-01-28 22:27:36,21549,Madagascar Chocochip Frappe (350 ML)
2024-01-28,2024-01-28 22:27:36,21549,Papparoti (Add On Nutella sauce)
2024-01-28,2024-01-28 22:27:36,21549,Hyderabadi Chicken Keema Pav
2024-01-28,2024-01-28 22:25:05,C2387,Strawbery Rosella Frangipani Tart
2024-01-28,2024-01-28 22:21:10,C2386,Papparoti (Plain)
2024-01-28,2024-01-28 22:21:10,C2386,Calzones Veg (Calzone Veg)
2024-01-28,2024-01-28 22:01:01,21548,Iced Mocha (350 ML)
2024-01-28,2024-01-28 22:01:01,21548,OAT MILK (200 ML)
2024-01-28,2024-01-28 22:01:01,21548,Iced Latte (350 ML)
2024-01-28,2024-01-28 22:01:01,21548,Baked Vada Pav
2024-01-28,2024-01-28 22:01:01,21548,Iced Latte (350 ML)
2024-01-28,2024-01-28 21:55:48,21547,Baked Pav Bhaji
2024-01-28,2024-01-28 21:55:48,21547,Baked Vada Pav
2024-01-28,2024-01-28 21:55:48,21547,Iced Latte (450 ML)
2024-01-28,2024-01-28 21:55:48,21547,Classic Frappe (450 ML)
2024-01-28,2024-01-28 21:55:48,21547,Baked Pav Bhaji
2024-01-28,2024-01-28 21:51:52,21546,Cappucino (250 ML)
2024-01-28,2024-01-28 21:47:52,C2385,Papparoti (Add On Nutella sauce)
2024-01-28,2024-01-28 21:43:25,C2384,Hot Chocolate (250 ML)
2024-01-28,2024-01-28 21:43:25,C2384,Caramel Frappe (350 ML)
2024-01-28,2024-01-28 21:25:50,21545,Baked Pav Bhaji
2024-01-28,2024-01-28 21:25:50,21545,Yellow Banana Chips 60 Gm
2024-01-28,2024-01-28 21:13:33,21544,Madagascar Chocochip Frappe (350 Ml)
2024-01-28,2024-01-28 21:08:52,21543,Almond Honey Latte (250 ML)
2024-01-28,2024-01-28 21:00:57,21542,Iced Americano (350 ML)
2024-01-28,2024-01-28 20:43:22,21541,Vietnamese (350 ML)
2024-01-28,2024-01-28 20:34:27,21540,Vietnamese (350 ML)
2024-01-28,2024-01-28 20:34:27,21540,Cafe Latte (250 ML)
2024-01-28,2024-01-28 20:34:27,21540,Madagascar Chocochip Frappe (350 ML)
2024-01-28,2024-01-28 20:15:15,21539,Flat White 250 Ml
2024-01-28,2024-01-28 19:52:22,21538,Madagascar Chocochip Frappe (350 ML)
2024-01-28,2024-01-28 19:52:22,21538,Papparoti (Plain)
2024-01-28,2024-01-28 19:52:22,21538,Choco-crinkle-cookies (COMBO 3 PCS)
2024-01-28,2024-01-28 19:46:32,21537,Americano (250 ML)
2024-01-28,2024-01-28 19:42:04,21536,Vietnamese (350 ML)
2024-01-28,2024-01-28 19:42:04,21536,Calzone Mix 3 Pc (Calzone Paneer)
2024-01-28,2024-01-28 19:40:13,21535,Classic Frappe (350 ML)
2024-01-28,2024-01-28 19:40:13,21535,Classic Frappe (450 ML)
2024-01-28,2024-01-28 19:32:08,21534,Classic Frappe (350 ML)
2024-01-28,2024-01-28 19:28:32,21533,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 19:28:32,21533,Cafe Latte (250 ML)
2024-01-28,2024-01-28 19:05:07,21532,Pappa Roti (Add On Nutella sauce)
2024-01-28,2024-01-28 18:57:58,21531,Cafe Mocha (250 ML)
2024-01-28,2024-01-28 18:57:58,21531,Madagascar Chocochip Frappe (350 ML)
2024-01-28,2024-01-28 18:57:58,21531,Berliners (Nutella Berliner)
2024-01-28,2024-01-28 18:45:57,21530,Hot Chocolate (250 ML)
2024-01-28,2024-01-28 18:39:38,21529,Bon Bon (350 ML)
2024-01-28,2024-01-28 18:39:38,21529,Madagascar Hot Chocolate (250 ML)
2024-01-28,2024-01-28 18:34:59,21528,South Indian Filter Kaapi (150 ML)
2024-01-28,2024-01-28 18:34:59,21528,South Indian Filter Kaapi (150 ML)
2024-01-28,2024-01-28 18:26:43,21527,Cappucino (250 ML)
2024-01-28,2024-01-28 18:26:43,21527,Chicken Calzone
2024-01-28,2024-01-28 18:26:43,21527,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 18:25:33,21526,Origanal South Indian Frappe (450 ML)
2024-01-28,2024-01-28 18:13:28,21525,Vietnamese (350 ML)
2024-01-28,2024-01-28 18:13:28,21525,Papparoti (Plain)
2024-01-28,2024-01-28 18:13:28,21525,South Indian Filter Kaapi (150 ML)
2024-01-28,2024-01-28 17:55:20,21524,Papparoti (Plain)
2024-01-28,2024-01-28 17:55:01,21523,Nariyal Irish Cream Frappe (350 Ml)
2024-01-28,2024-01-28 17:54:41,21522,Sea Salt Dark Mocha (250 ML)
2024-01-28,2024-01-28 17:54:41,21522,Sea Salt Dark Mocha Frappe (450 ML)
2024-01-28,2024-01-28 17:52:37,21521,Kaapicino (250 ML)
2024-01-28,2024-01-28 17:52:37,21521,Cappucino (250 ML)
2024-01-28,2024-01-28 17:52:37,21521,Berliner Mix 3 Pcs (Nutella Berliner)
2024-01-28,2024-01-28 17:52:37,21521,Berliner Mix 3 Pcs (Dark Choco Mousse Berliner)
2024-01-28,2024-01-28 17:52:37,21521,Rosella Cheesecake Berliner
2024-01-28,2024-01-28 17:51:04,21520,Double Restritto 44 Ml
2024-01-28,2024-01-28 17:32:48,21519,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 17:32:48,21519,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 17:32:48,21519,Tartlets (chocolate Tartlet)
2024-01-28,2024-01-28 17:29:01,21518,Cappucino (250 ML)
2024-01-28,2024-01-28 17:29:01,21518,Mix Berliner 2 Pcs (Lotus Biscoff Berliner)
2024-01-28,2024-01-28 17:29:01,21518,Mix Berliner 2 Pcs (Dark Choco Mousse Berliner)
2024-01-28,2024-01-28 17:23:43,C2383,Baked Pav Bhaji
2024-01-28,2024-01-28 17:23:43,C2383,Baked Vada Pav
2024-01-28,2024-01-28 17:08:17,21517,Baked Pav Bhaji
2024-01-28,2024-01-28 17:08:17,21517,Yellow Banana Chips 60 Gm
2024-01-28,2024-01-28 16:57:54,21516,Baked Vada Pav
2024-01-28,2024-01-28 16:57:54,21516,Papparoti (Plain)
2024-01-28,2024-01-28 16:57:54,21516,Cafe Latte (250 ML)
2024-01-28,2024-01-28 16:57:54,21516,Add On Syrup (Add On Irish Syrup)
2024-01-28,2024-01-28 16:57:54,21516,Cafe Mocha (350 ML)
2024-01-28,2024-01-28 16:57:54,21516,Baked Vada Pav
2024-01-28,2024-01-28 16:30:36,21515,Cold Brew
2024-01-28,2024-01-28 16:25:03,21514,South Indian Filter Kaapi (150 ML)
2024-01-28,2024-01-28 16:25:03,21514,Americano (250 ML)
2024-01-28,2024-01-28 16:25:03,21514,Papparoti (Plain)
2024-01-28,2024-01-28 16:25:03,21514,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 16:12:27,21513,Choco-crinkle-cookies (COMBO 3 PCS)
2024-01-28,2024-01-28 16:12:27,21513,Sea Salt Dark Mocha Frappe (450 ML)
2024-01-28,2024-01-28 16:12:27,21513,Almond Frappe (350 ML)
2024-01-28,2024-01-28 16:12:27,21513,Papparoti (Plain)
2024-01-28,2024-01-28 16:10:18,21512,Madagascar Chocochip Frappe (350 ML)
2024-01-28,2024-01-28 16:10:18,21512,Iced Latte (350 ML)
2024-01-28,2024-01-28 16:10:18,21512,Papparoti (Plain)
2024-01-28,2024-01-28 16:10:18,21512,Tartlets (chocolate Tartlet)
2024-01-28,2024-01-28 15:51:25,21511,Vietnamese (450 ML)
2024-01-28,2024-01-28 15:51:25,21511,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 15:51:25,21511,Cappucino (250 ML)
2024-01-28,2024-01-28 15:48:28,21510,Hazelnut Frappe (350 ML)
2024-01-28,2024-01-28 15:29:19,21509,Flat White 250 Ml
2024-01-28,2024-01-28 15:29:19,21509,ALMOND MILK (200 ML)
2024-01-28,2024-01-28 15:22:03,21508,Baked Vada Pav
2024-01-28,2024-01-28 15:22:03,21508,Nariyal Irish Cream Frappe (350 ML)
2024-01-28,2024-01-28 15:22:03,21508,Calzones Veg (Calzone Veg)
2024-01-28,2024-01-28 15:22:03,21508,Papparoti (Add On Nutella sauce)
2024-01-28,2024-01-28 15:22:03,21508,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 15:02:05,21507,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 15:02:05,21507,Mix Berliner 2 Pcs (Nutella Berliner)
2024-01-28,2024-01-28 14:54:51,21506,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 14:36:15,21505,Americano (250 ML)
2024-01-28,2024-01-28 14:35:43,21504,Cappucino (250 ML)
2024-01-28,2024-01-28 14:35:43,21504,Aeropress
2024-01-28,2024-01-28 14:35:43,21504,Papparoti (Plain)
2024-01-28,2024-01-28 14:11:45,21503,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 13:55:28,C2382,Baked Vada Pav
2024-01-28,2024-01-28 13:46:02,21502,Chicken Calzone
2024-01-28,2024-01-28 13:46:02,21502,Baked Vada Pav
2024-01-28,2024-01-28 13:46:02,21502,Vietnamese (350 ML)
2024-01-28,2024-01-28 13:46:02,21502,South Indian Filter Kaapi (150 ML)
2024-01-28,2024-01-28 13:46:02,21502,Strawberry White Chocolate Ganache With Rosella Jam Macaroon
2024-01-28,2024-01-28 13:46:02,21502,Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS)
2024-01-28,2024-01-28 13:46:02,21502,Papparoti (Plain)
2024-01-28,2024-01-28 13:37:56,21501,Almond Frappe (350 ML)
2024-01-28,2024-01-28 13:37:19,21500,Nariyal Irish Cream Frappe (450 ML)
2024-01-28,2024-01-28 13:37:19,21500,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 13:37:19,21500,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 13:13:24,21499,Pour Over
2024-01-28,2024-01-28 13:11:15,21498,Cold Brew
2024-01-28,2024-01-28 12:41:12,21497,South Indian Filter Kaapi (150 ML)
2024-01-28,2024-01-28 12:41:12,21497,Classic Frappe (350 ML)
2024-01-28,2024-01-28 12:32:23,21496,Classic Frappe (350 ML)
2024-01-28,2024-01-28 11:58:10,21495,Sea Salt Dark Mocha Frappe (350 ML)
2024-01-28,2024-01-28 11:42:22,21494,Aeropress
2024-01-28,2024-01-28 11:42:22,21494,Cappucino (250 ML)
2024-01-28,2024-01-28 11:42:22,21494,Papparoti (Plain)
2024-01-28,2024-01-28 11:38:58,21493,Sea Salt Dark Mocha Frappe (350 ML)
2024-01-28,2024-01-28 11:15:27,21492,Iced Americano (450 Ml)
2024-01-28,2024-01-28 11:03:26,21491,Americano (350 ML)
2024-01-28,2024-01-28 11:03:26,21491,Classic Frappe (350 ML)
2024-01-28,2024-01-28 10:45:53,21490,Iced Latte (350 ML)
2024-01-28,2024-01-28 10:45:53,21490,Iced Americano (450 ML)
2024-01-28,2024-01-28 10:34:54,C2381,Papparoti (Plain)
2024-01-28,2024-01-28 10:30:48,21489,Americano (250 ML)
2024-01-28,2024-01-28 10:30:05,21488,Americano (250 ML)
2024-01-28,2024-01-28 10:30:05,21488,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 09:32:41,21487,Hot Chocolate (250 ML)
2024-01-28,2024-01-28 09:26:44,21486,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 09:24:28,21485,South Indian Filter Kaapi (150 ML)
2024-01-28,2024-01-28 09:24:28,21485,Baked Vada Pav
2024-01-28,2024-01-28 09:24:28,21485,Plain Nankhatai Veg
2024-01-28,2024-01-28 09:08:54,21484,Cafe Latte (250 ML)
2024-01-28,2024-01-28 08:06:55,C2380,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 08:03:56,C2379,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 07:52:47,21483,Cappucino (350 ML)
2024-01-28,2024-01-28 07:52:47,21483,Baked Vada Pav
2024-01-28,2024-01-28 07:52:47,21483,Hyderabadi Chicken Keema Pav
2024-01-28,2024-01-28 07:52:47,21483,Calzones Veg (Calzone Paneer)
2024-01-28,2024-01-28 07:52:47,21483,Choco-crinkle-cookies (COMBO 3 PCS)
2024-01-28,2024-01-28 05:30:44,C2378,Choco-crinkle-cookies (COMBO 3 PCS)
2024-01-28,2024-01-28 05:30:44,C2378,Vietnamese (350 ML)
2024-01-28,2024-01-28 05:28:08,C2377,White Loaf Bread
2024-01-28,2024-01-28 05:25:19,21482,Madagascar Chocochip Frappe (350 ML)
2024-01-28,2024-01-28 04:27:12,21481,South Indian Filter Kaapi (250 Ml)
2024-01-28,2024-01-28 04:16:33,21480,Madagascar Hot Chocolate (250 ML)
2024-01-28,2024-01-28 04:16:33,21480,Hot Chocolate (250 ML)
2024-01-28,2024-01-28 03:26:35,21479,Baked Vada Pav
2024-01-28,2024-01-28 03:26:35,21479,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 03:08:13,21478,Hot Chocolate (250 Ml)
2024-01-28,2024-01-28 02:48:14,21477,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 02:48:14,21477,Chicken Calzone
2024-01-28,2024-01-28 02:48:14,21477,Hyderabadi Soya Keema Pav
2024-01-28,2024-01-28 02:48:14,21477,Berliners (Nutella Berliner)
2024-01-28,2024-01-28 02:48:14,21477,Cappucino (350 ML)
2024-01-28,2024-01-28 02:48:14,21477,Yellow Banana Chips 60 Gm
2024-01-28,2024-01-28 02:25:40,21476,Cappucino (350 ML)
2024-01-28,2024-01-28 02:20:30,21475,Cappucino (350 ML)
2024-01-28,2024-01-28 02:20:30,21475,Berliner Mix 3 Pcs (Lotus Biscoff Berliner)
2024-01-28,2024-01-28 02:15:41,21474,Choco-crinkle-cookies (COMBO 3 PCS)
2024-01-28,2024-01-28 02:15:41,21474,Classic Frappe (350 ML)
2024-01-28,2024-01-28 02:15:41,21474,Hot Chocolate (250 ML)
2024-01-28,2024-01-28 02:15:41,21474,Baked Vada Pav
2024-01-28,2024-01-28 02:15:41,21474,Hyderabadi Chicken Keema Pav
2024-01-28,2024-01-28 02:15:41,21474,Tartlets (chocolate Tartlet)
2024-01-28,2024-01-28 02:15:41,21474,Cappucino (350 ML)
2024-01-28,2024-01-28 02:03:36,21473,Mix Tartlet 6 Pcs (chocolate Tartlet)
2024-01-28,2024-01-28 02:03:36,21473,Mix Tartlet 6 Pcs (salted Caramel tartlet)
2024-01-28,2024-01-28 02:03:36,21473,Mix Tartlet 6 Pcs (kodai cheese tartlet)
2024-01-28,2024-01-28 02:03:06,21472,Baked Vada Pav
2024-01-28,2024-01-28 02:01:04,21471,South Indian Filter Kaapi (250 ML)
2024-01-28,2024-01-28 02:01:04,21471,Madagascar Chocochip Frappe (450 ML)
2024-01-28,2024-01-28 02:01:04,21471,Iced Mocha (350 ML)
2024-01-28,2024-01-28 01:58:39,21470,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 01:58:39,21470,Kaapicino (350 ML)
2024-01-28,2024-01-28 01:54:46,21469,Tartlets (Filter Kaapi Tartlet)
2024-01-28,2024-01-28 01:54:46,21469,Berliners (Dark Choco Mousse Berliner)
2024-01-28,2024-01-28 01:54:46,21469,Baked Vada Pav
2024-01-28,2024-01-28 01:54:46,21469,Baked Pav Bhaji
2024-01-28,2024-01-28 01:31:36,21468,Hazelnut Frappe (450 ML)
2024-01-28,2024-01-28 01:31:36,21468,Berliners (Blueberry Cheese Cake Berliner)
2024-01-28,2024-01-28 01:12:33,21467,South Indian Filter Kaapi (250 Ml)
2024-01-28,2024-01-28 01:10:06,21466,Chicken Calzone
2024-01-28,2024-01-28 01:10:06,21466,Classic Frappe (350 ML)
2024-01-28,2024-01-28 01:10:06,21466,Iced Latte (350 ML)
2024-01-28,2024-01-28 01:10:06,21466,Add On Syrup (Add On Vanilla Syrup)
2024-01-28,2024-01-28 01:09:46,21465,Flat White 250 Ml
2024-01-28,2024-01-28 01:08:49,21464,Hazelnut Frappe (450 ML)
2024-01-28,2024-01-28 01:08:49,21464,Madagascar Chocochip Frappe (350 ML)
2024-01-28,2024-01-28 01:08:49,21464,Cafe Latte (250 ML)
2024-01-28,2024-01-28 01:08:49,21464,Cafe Latte (350 ML)
2024-01-28,2024-01-28 01:08:49,21464,Choco-crinkle-cookies (COMBO 3 PCS)
2024-01-28,2024-01-28 01:02:41,21463,Tartlets (Filter Kaapi Tartlet)
2024-01-28,2024-01-28 01:02:41,21463,Berliners (Lotus Biscoff Berliner)
2024-01-28,2024-01-28 00:26:04,21462,Sea Salt Dark Mocha (350 ML)
2024-01-28,2024-01-28 00:26:04,21462,Hazelnut Frappe (350 ML)
2024-01-28,2024-01-28 00:25:39,21461,Vietnamese (350 ML)
2024-01-28,2024-01-28 00:25:39,21461,Calzones Veg (Calzone Veg)
2024-01-28,2024-01-28 00:25:39,21461,Madagascar Hot Chocolate (250 ML)
2024-01-28,2024-01-28 00:25:39,21461,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 00:25:39,21461,Berliners (Dark Choco Mousse Berliner)
2024-01-28,2024-01-28 00:25:39,21461,Berliners (Blueberry Cheese Cake Berliner)
2024-01-28,2024-01-28 00:23:39,21460,Bon Bon (350 ML)
2024-01-28,2024-01-28 00:23:39,21460,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 00:23:39,21460,Iced Latte (350 ML)
2024-01-28,2024-01-28 00:23:39,21460,Add On Syrup (Add On hazelnuts Syrup)
2024-01-28,2024-01-28 00:12:15,21459,Origanal South Indian Frappe (350 ML)
2024-01-28,2024-01-28 00:12:15,21459,Add On Syrup (Add On hazelnuts Syrup)
2024-01-28,2024-01-28 00:12:07,21458,Vanilla Praline (350 ML)
2024-01-28,2024-01-28 00:12:07,21458,Hot Chocolate (250 ML)
2024-01-28,2024-01-28 00:04:25,21457,Irish Americano (250 ML)
2024-01-28,2024-01-28 00:00:55,21456,Berliners (Dark Choco Mousse Berliner)
2024-01-27,2024-01-27 23:43:07,21455,Berliners (Dark Choco Mousse Berliner)
2024-01-27,2024-01-27 23:43:07,21455,Rosella Cheesecake Berliner
2024-01-27,2024-01-27 23:43:07,21455,Nariyal Irish Cream Frappe (350 ML)
2024-01-27,2024-01-27 23:43:07,21455,Papparoti (Add On Nutella sauce)
2024-01-27,2024-01-27 23:38:54,21454,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 23:38:54,21454,Nariyal Irish Cream Frappe (350 ML)
2024-01-27,2024-01-27 23:31:47,21453,Hot Chocolate (250 ML)
2024-01-27,2024-01-27 23:30:29,21452,Strawberry White Chocolate Ganache With Rosella Jam Macaroon
2024-01-27,2024-01-27 23:30:29,21452,Cafe Mocha (350 ML)
2024-01-27,2024-01-27 23:30:29,21452,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)
2024-01-27,2024-01-27 23:30:29,21452,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 23:26:01,21451,Vanilla Praline (350 ML)
2024-01-27,2024-01-27 23:26:01,21451,Papparoti (Add On Nutella sauce)
2024-01-27,2024-01-27 23:20:45,21450,Vanilla Praline (350 ML)
2024-01-27,2024-01-27 23:20:45,21450,Calzones Veg (Calzone Paneer)
2024-01-27,2024-01-27 23:20:45,21450,Calzones Veg (Calzone Paneer)
2024-01-27,2024-01-27 23:15:20,21449,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 23:15:20,21449,Choco-crinkle-cookies (COMBO 3 PCS)
2024-01-27,2024-01-27 23:15:20,21449,Tartlets (Kacha Nimbu Tartlet)
2024-01-27,2024-01-27 23:13:38,21448,Origanal South Indian Frappe (350 ML)
2024-01-27,2024-01-27 23:07:31,C2376,Papparoti (Plain)
2024-01-27,2024-01-27 23:07:31,C2376,Classic Frappe (350 ML)
2024-01-27,2024-01-27 23:06:13,21447,Vietnamese (450 ML)
2024-01-27,2024-01-27 22:52:21,21446,Cappucino (250 ML)
2024-01-27,2024-01-27 22:52:21,21446,Hot Chocolate (250 ML)
2024-01-27,2024-01-27 22:52:21,21446,Berliners (Nutella Berliner)
2024-01-27,2024-01-27 22:33:08,21445,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 22:33:08,21445,Berliners (Nutella Berliner)
2024-01-27,2024-01-27 22:31:05,21444,Origanal South Indian Frappe (350 ML)
2024-01-27,2024-01-27 21:16:34,21436,Strawberry White Chocolate Ganache With Rosella Jam Macaroon
2024-01-27,2024-01-27 22:21:24,21443,Hot Chocolate (250 ML)
2024-01-27,2024-01-27 22:20:28,21442,Rosella Jam With Filter Coffee Ganache Macaroon (3 PCS)
2024-01-27,2024-01-27 22:18:05,21441,Origanal South Indian Frappe (350 ML)
2024-01-27,2024-01-27 21:45:45,21440,Origanal South Indian Frappe (350 ML)
2024-01-27,2024-01-27 21:45:45,21440,Hot Chocolate (250 ML)
2024-01-27,2024-01-27 21:45:45,21440,Baked Vada Pav
2024-01-27,2024-01-27 21:43:09,21439,South Indian Filter Kaapi (250 Ml)
2024-01-27,2024-01-27 21:29:55,C2375,Papparoti (Add On Nutella sauce)
2024-01-27,2024-01-27 21:21:19,21438,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 21:19:57,21437,Vietnamese (350 Ml)
2024-01-27,2024-01-27 21:16:34,21436,Origanal South Indian Frappe (350 ML)
2024-01-27,2024-01-27 21:16:34,21436,Add On Syrup (Add On Irish Syrup)
2024-01-27,2024-01-27 21:16:34,21436,South Indian Filter Kaapi (250 ML)
2024-01-27,2024-01-27 21:16:34,21436,Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS)
2024-01-27,2024-01-27 21:16:34,21436,Strawbery Rosella Frangipani Tart
2024-01-27,2024-01-27 21:02:52,21435,Classic Frappe (350 ML)
2024-01-27,2024-01-27 21:02:52,21435,ORANGE JUICE
2024-01-27,2024-01-27 20:50:21,C2374,Hyderabadi Chicken Keema Pav
2024-01-27,2024-01-27 20:33:27,C2373,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 20:25:41,21434,Madagascar Hot Chocolate (250 ML)
2024-01-27,2024-01-27 20:25:41,21434,Cafe Latte (250 ML)
2024-01-27,2024-01-27 20:25:41,21434,Choco-crinkle-cookies (COMBO 3 PCS)
2024-01-27,2024-01-27 20:23:22,21433,Chicken Calzone
2024-01-27,2024-01-27 20:23:22,21433,Hyderabadi Chicken Keema Pav
2024-01-27,2024-01-27 20:20:07,21432,Sea Salt Dark Mocha (250 ML)
2024-01-27,2024-01-27 20:17:51,21431,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 20:17:51,21431,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 20:15:20,21430,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 20:15:20,21430,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 20:12:38,21429,South Indian Filter Kaapi (150 ML)
2024-01-27,2024-01-27 20:12:38,21429,Origanal South Indian Frappe (350 ML)
2024-01-27,2024-01-27 19:58:07,21428,Calzones Veg (Calzone Veg)
2024-01-27,2024-01-27 19:58:07,21428,Iced Latte (350 ML)
2024-01-27,2024-01-27 19:58:07,21428,OAT MILK (200 ML)
